date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,outcome,loser_entry,winner_entry
2019-07-01,Wimbledon,G,5,G,false,76,R16,Roger Federer,2,Switzerland,SUI,3,3,2368,Matteo Berrettini,17,Italy,ITA,20,-4,2047,6-1 6-2 6-2,,,
2019-07-01,Wimbledon,G,5,G,false,76,R32,Roger Federer,2,Switzerland,SUI,3,3,2365,Lucas Pouille,27,France,FRA,28,-3,1970,7-5 6-2 7-6(4),,,
2019-07-01,Wimbledon,G,5,G,false,76,R64,Roger Federer,2,Switzerland,SUI,3,,2365,Jay Clarke,,United Kingdom,GBR,169,-1,1718,6-1 7-6(3) 6-2,,,
2019-07-01,Wimbledon,G,5,G,false,76,R128,Roger Federer,2,Switzerland,SUI,3,1,2364,Lloyd George Muirhead Harris,,South Africa,RSA,86,-1,1742,3-6 6-1 6-2 6-2,,,
2019-06-17,Halle,A,3,G,false,97,F,Roger Federer,1,Switzerland,SUI,3,4,2360,David Goffin,,Belgium,BEL,33,-4,2075,7-6(2) 6-1,,,
2019-06-17,Halle,A,3,G,false,97,SF,Roger Federer,1,Switzerland,SUI,3,2,2358,Pierre Hugues Herbert,,France,FRA,43,-2,1991,6-3 6-3,,,
2019-06-17,Halle,A,3,G,false,97,QF,Roger Federer,1,Switzerland,SUI,3,3,2355,Roberto Bautista Agut,7,Spain,ESP,20,-3,2085,6-3 4-6 6-4,,,
2019-06-17,Halle,A,3,G,false,97,R16,Roger Federer,1,Switzerland,SUI,3,2,2353,Jo Wilfried Tsonga,,France,FRA,77,-2,2046,7-6(5) 4-6 7-5,,WC,
2019-06-17,Halle,A,3,G,false,97,R32,Roger Federer,1,Switzerland,SUI,3,1,2352,John Millman,,Australia,AUS,57,-1,1867,7-6(1) 6-3,,,
2019-05-27,Roland Garros,G,5,C,false,47,SF,Rafael Nadal,2,Spain,ESP,2,14,2390,Roger Federer,3,Switzerland,SUI,3,-13,2365,6-3 6-4 6-2,,,
2019-05-27,Roland Garros,G,5,C,false,47,QF,Roger Federer,3,Switzerland,SUI,3,5,2360,Stan Wawrinka,24,Switzerland,SUI,28,-5,2116,7-6(4) 4-6 7-6(5) 6-4,,,
2019-05-27,Roland Garros,G,5,C,false,47,R16,Roger Federer,3,Switzerland,SUI,3,2,2358,Leonardo Mayer,,Argentina,ARG,68,-2,1928,6-2 6-3 6-3,,,
2019-05-27,Roland Garros,G,5,C,false,47,R32,Roger Federer,3,Switzerland,SUI,3,2,2356,Casper Ruud,,Norway,NOR,63,-2,1905,6-3 6-1 7-6(8),,,
2019-05-27,Roland Garros,G,5,C,false,47,R64,Roger Federer,3,Switzerland,SUI,3,1,2355,Oscar Otte,,Germany,GER,144,-2,1777,6-4 6-3 6-4,,LL,
2019-05-27,Roland Garros,G,5,C,false,47,R128,Roger Federer,3,Switzerland,SUI,3,1,2354,Lorenzo Sonego,,Italy,ITA,74,-2,1839,6-2 6-4 6-4,,,
2019-05-13,Rome Masters,M,3,C,false,47,QF,Stefanos Tsitsipas,8,Greece,GRE,7,8,2143,Roger Federer,3,Switzerland,SUI,3,-8,2362,W/O,W/O,,
2019-05-13,Rome Masters,M,3,C,false,47,R16,Roger Federer,3,Switzerland,SUI,3,3,2359,Borna Coric,13,Croatia,CRO,15,-3,2081,2-6 6-4 7-6(7),,,
2019-05-13,Rome Masters,M,3,C,false,47,R32,Roger Federer,3,Switzerland,SUI,3,2,2357,Joao Sousa,,Portugal,POR,72,-2,1869,6-4 6-3,,,
2019-05-06,Madrid Masters,M,3,C,false,53,QF,Dominic Thiem,5,Austria,AUT,5,16,2168,Roger Federer,4,Switzerland,SUI,3,-16,2373,3-6 7-6(11) 6-4,,,
2019-05-06,Madrid Masters,M,3,C,false,53,R16,Roger Federer,4,Switzerland,SUI,3,3,2370,Gael Monfils,15,France,FRA,18,-4,2103,6-0 4-6 7-6(3),,,
2019-05-06,Madrid Masters,M,3,C,false,53,R32,Roger Federer,4,Switzerland,SUI,3,2,2368,Richard Gasquet,,France,FRA,39,-3,2029,6-2 6-3,,,
2019-03-18,Miami Masters,M,3,H,false,57,F,Roger Federer,4,Switzerland,SUI,5,4,2364,John Isner,7,United States,USA,9,-4,2070,6-1 6-4,,,
2019-03-18,Miami Masters,M,3,H,false,57,SF,Roger Federer,4,Switzerland,SUI,5,3,2361,Denis Shapovalov,20,Canada,CAN,23,-3,2024,6-2 6-4,,,
2019-03-18,Miami Masters,M,3,H,false,57,QF,Roger Federer,4,Switzerland,SUI,5,5,2356,Kevin Anderson,6,South Africa,RSA,7,-5,2173,6-0 6-4,,,
2019-03-18,Miami Masters,M,3,H,false,57,R16,Roger Federer,4,Switzerland,SUI,5,4,2352,Daniil Medvedev,13,Russian Federation,RUS,15,-5,2116,6-4 6-2,,,
2019-03-18,Miami Masters,M,3,H,false,57,R32,Roger Federer,4,Switzerland,SUI,5,2,2350,Filip Krajinovic,,Serbia,SRB,103,-2,1968,7-5 6-3,,,
2019-03-18,Miami Masters,M,3,H,false,57,R64,Roger Federer,4,Switzerland,SUI,5,2,2348,Radu Albot,,"Moldova, Republic of",MDA,46,-1,1933,4-6 7-5 6-3,,Q,
2019-03-04,Indian Wells Masters,M,3,H,false,45,F,Dominic Thiem,7,Austria,AUT,8,20,2122,Roger Federer,4,Switzerland,SUI,4,-20,2368,3-6 6-3 7-5,,,
2019-03-04,Indian Wells Masters,M,3,H,false,45,SF,Roger Federer,4,Switzerland,SUI,4,6,2362,Rafael Nadal,2,Spain,ESP,2,-6,2395,W/O,W/O,,
2019-03-04,Indian Wells Masters,M,3,H,false,45,QF,Roger Federer,4,Switzerland,SUI,4,1,2361,Hubert Hurkacz,,Poland,POL,67,-2,1870,6-4 6-4,,,
2019-03-04,Indian Wells Masters,M,3,H,false,45,R16,Roger Federer,4,Switzerland,SUI,4,3,2358,Kyle Edmund,22,United Kingdom,GBR,23,-2,2023,6-1 6-4,,,
2019-03-04,Indian Wells Masters,M,3,H,false,45,R32,Roger Federer,4,Switzerland,SUI,4,4,2354,Stan Wawrinka,,Switzerland,SUI,40,-4,2107,6-3 6-4,,,
2019-03-04,Indian Wells Masters,M,3,H,false,45,R64,Roger Federer,4,Switzerland,SUI,4,1,2353,Peter Gojowczyk,,Germany,GER,85,-1,1880,6-1 7-5,,,
2019-02-25,Dubai,A,3,H,false,68,F,Roger Federer,2,Switzerland,SUI,7,4,2349,Stefanos Tsitsipas,5,Greece,GRE,11,-4,2111,6-4 6-4,,,
2019-02-25,Dubai,A,3,H,false,68,SF,Roger Federer,2,Switzerland,SUI,7,4,2345,Borna Coric,6,Croatia,CRO,13,-4,2106,6-2 6-2,,,
2019-02-25,Dubai,A,3,H,false,68,QF,Roger Federer,2,Switzerland,SUI,7,2,2343,Marton Fucsovics,,Hungary,HUN,35,-2,1981,7-6(6) 6-4,,,
2019-02-25,Dubai,A,3,H,false,68,R16,Roger Federer,2,Switzerland,SUI,7,2,2341,Fernando Verdasco,,Spain,ESP,32,-2,1992,6-3 3-6 6-3,,,
2019-02-25,Dubai,A,3,H,false,68,R32,Roger Federer,2,Switzerland,SUI,7,2,2339,Philipp Kohlschreiber,,Germany,GER,31,-2,1964,6-4 3-6 6-1,,,
2019-01-14,Australian Open,G,5,H,false,83,R16,Stefanos Tsitsipas,14,Greece,GRE,15,23,2053,Roger Federer,3,Switzerland,SUI,3,-22,2361,6-7(11) 7-6(3) 7-5 7-6(5),,,
2019-01-14,Australian Open,G,5,H,false,83,R32,Roger Federer,3,Switzerland,SUI,3,2,2359,Taylor Harry Fritz,,United States,USA,50,-3,1938,6-2 7-5 6-2,,,
2019-01-14,Australian Open,G,5,H,false,83,R64,Roger Federer,3,Switzerland,SUI,3,1,2358,Daniel Evans,,United Kingdom,GBR,189,-2,1882,7-6(5) 7-6(3) 6-3,,Q,
2019-01-14,Australian Open,G,5,H,false,83,R128,Roger Federer,3,Switzerland,SUI,3,1,2357,Denis Istomin,,Uzbekistan,UZB,101,-2,1824,6-3 6-4 6-4,,,
2018-11-12,Tour Finals,F,3,H,true,81,SF,Alexander Zverev,3,Germany,GER,5,18,2172,Roger Federer,2,Switzerland,SUI,3,-18,2375,7-5 7-6(5),,,
2018-11-12,Tour Finals,F,3,H,true,81,RR,Roger Federer,2,Switzerland,SUI,3,5,2370,Kevin Anderson,4,South Africa,RSA,6,-5,2180,6-4 6-3,,,
2018-11-12,Tour Finals,F,3,H,true,81,RR,Roger Federer,2,Switzerland,SUI,3,5,2365,Dominic Thiem,6,Austria,AUT,8,-5,2146,6-2 6-3,,,
2018-11-12,Tour Finals,F,3,H,true,81,RR,Kei Nishikori,7,Japan,JPN,9,18,2167,Roger Federer,2,Switzerland,SUI,3,-17,2382,7-6(4) 6-3,,,
2018-10-29,Paris Masters,M,3,H,true,75,SF,Novak Djokovic,2,Serbia,SRB,2,10,2416,Roger Federer,3,Switzerland,SUI,3,-10,2392,7-6(6) 5-7 7-6(3),,,
2018-10-29,Paris Masters,M,3,H,true,75,QF,Roger Federer,3,Switzerland,SUI,3,5,2387,Kei Nishikori,10,Japan,JPN,11,-5,2197,6-4 6-4,,,
2018-10-29,Paris Masters,M,3,H,true,75,R16,Roger Federer,3,Switzerland,SUI,3,3,2384,Fabio Fognini,13,Italy,ITA,14,-3,2051,6-4 6-3,,,
2018-10-29,Paris Masters,M,3,H,true,75,R32,Roger Federer,3,Switzerland,SUI,3,1,2383,Milos Raonic,,Canada,CAN,21,-2,2106,W/O,W/O,,
2018-10-22,Basel,A,3,H,true,56,F,Roger Federer,1,Switzerland,SUI,3,2,2381,Marius Copil,,Romania,ROU,93,-1,1876,7-6(5) 6-4,,Q,
2018-10-22,Basel,A,3,H,true,56,SF,Roger Federer,1,Switzerland,SUI,3,2,2379,Daniil Medvedev,7,Russian Federation,RUS,20,-3,2065,6-1 6-4,,,
2018-10-22,Basel,A,3,H,true,56,QF,Roger Federer,1,Switzerland,SUI,3,2,2377,Gilles Simon,,France,FRA,32,-1,1969,7-6(1) 4-6 6-4,,,
2018-10-22,Basel,A,3,H,true,56,R16,Roger Federer,1,Switzerland,SUI,3,1,2376,Jan Lennard Struff,,Germany,GER,52,-1,1947,6-3 7-5,,,
2018-10-22,Basel,A,3,H,true,56,R32,Roger Federer,1,Switzerland,SUI,3,1,2375,Filip Krajinovic,,Serbia,SRB,35,-1,1868,6-2 4-6 6-4,,,
2018-10-08,Shanghai Masters,M,3,H,false,84,SF,Borna Coric,13,Croatia,CRO,19,19,2078,Roger Federer,1,Switzerland,SUI,2,-19,2394,6-4 6-4,,,
2018-10-08,Shanghai Masters,M,3,H,false,84,QF,Roger Federer,1,Switzerland,SUI,2,5,2389,Kei Nishikori,8,Japan,JPN,12,-5,2181,6-4 7-6(4),,,
2018-10-08,Shanghai Masters,M,3,H,false,84,R16,Roger Federer,1,Switzerland,SUI,2,2,2387,Roberto Bautista Agut,,Spain,ESP,28,-2,2038,6-3 2-6 6-4,,,
2018-10-08,Shanghai Masters,M,3,H,false,84,R32,Roger Federer,1,Switzerland,SUI,2,3,2384,Daniil Medvedev,,Russian Federation,RUS,22,-2,2049,6-4 4-6 6-4,,,
2018-08-27,US Open,G,5,H,false,61,R16,John Millman,,Australia,AUS,55,28,1928,Roger Federer,2,Switzerland,SUI,2,-24,2408,3-6 7-5 7-6(7) 7-6(3),,,
2018-08-27,US Open,G,5,H,false,61,R32,Roger Federer,2,Switzerland,SUI,2,4,2404,Nick Kyrgios,30,Australia,AUS,30,-4,2127,6-4 6-1 7-5,,,
2018-08-27,US Open,G,5,H,false,61,R64,Roger Federer,2,Switzerland,SUI,2,1,2403,Benoit Paire,,France,FRA,56,-2,1941,7-5 6-4 6-4,,,
2018-08-27,US Open,G,5,H,false,61,R128,Roger Federer,2,Switzerland,SUI,2,1,2402,Yoshihito Nishioka,,Japan,JPN,177,-1,1848,6-2 6-2 6-4,,,
2018-08-13,Cincinnati Masters,M,3,H,false,72,F,Novak Djokovic,10,Serbia,SRB,10,14,2353,Roger Federer,2,Switzerland,SUI,2,-14,2416,6-4 6-4,,,
2018-08-13,Cincinnati Masters,M,3,H,false,72,SF,Roger Federer,2,Switzerland,SUI,2,4,2412,David Goffin,11,Belgium,BEL,11,-4,2137,7-6(3) 1-1 RET,RET,,
2018-08-13,Cincinnati Masters,M,3,H,false,72,QF,Roger Federer,2,Switzerland,SUI,2,3,2409,Stan Wawrinka,,Switzerland,SUI,151,-3,2103,6-7(2) 7-6(6) 6-2,,WC,
2018-08-13,Cincinnati Masters,M,3,H,false,72,R16,Roger Federer,2,Switzerland,SUI,2,1,2408,Leonardo Mayer,,Argentina,ARG,50,-2,1955,6-1 7-6(6),,,
2018-08-13,Cincinnati Masters,M,3,H,false,72,R32,Roger Federer,2,Switzerland,SUI,2,1,2407,Peter Gojowczyk,,Germany,GER,47,-1,1894,6-4 6-4,,,
2018-07-02,Wimbledon,G,5,G,false,82,QF,Kevin Anderson,8,South Africa,RSA,8,24,2092,Roger Federer,1,Switzerland,SUI,2,-24,2431,2-6 6-7(5) 7-5 6-4 13-11,,,
2018-07-02,Wimbledon,G,5,G,false,82,R16,Roger Federer,1,Switzerland,SUI,2,2,2429,Adrian Mannarino,22,France,FRA,26,-2,1966,6-0 7-5 6-4,,,
2018-07-02,Wimbledon,G,5,G,false,82,R32,Roger Federer,1,Switzerland,SUI,2,1,2428,Jan Lennard Struff,,Germany,GER,64,-2,1899,6-3 7-5 6-2,,,
2018-07-02,Wimbledon,G,5,G,false,82,R64,Roger Federer,1,Switzerland,SUI,2,1,2427,Lukas Lacko,,Slovakia,SVK,73,-1,1827,6-4 6-4 6-1,,,
2018-07-02,Wimbledon,G,5,G,false,82,R128,Roger Federer,1,Switzerland,SUI,2,1,2426,Dusan Lajovic,,Serbia,SRB,58,-2,1914,6-1 6-3 6-4,,,
2018-06-18,Halle,A,3,G,false,85,F,Borna Coric,,Croatia,CRO,34,20,2051,Roger Federer,1,Switzerland,SUI,1,-20,2446,7-6(6) 3-6 6-2,,,
2018-06-18,Halle,A,3,G,false,85,SF,Roger Federer,1,Switzerland,SUI,1,1,2445,Denis Kudla,,United States,USA,109,-1,1808,7-6(1) 7-5,,Q,
2018-06-18,Halle,A,3,G,false,85,QF,Roger Federer,1,Switzerland,SUI,1,,2445,Matthew Ebden,,Australia,AUS,60,-1,1851,7-6(2) 7-5,,SE,
2018-06-18,Halle,A,3,G,false,85,R16,Roger Federer,1,Switzerland,SUI,1,1,2444,Benoit Paire,,France,FRA,48,-1,1947,6-3 3-6 7-6(7),,,
2018-06-18,Halle,A,3,G,false,85,R32,Roger Federer,1,Switzerland,SUI,1,1,2443,Aljaz Bedene,,Slovenia,SLO,72,-1,1912,6-3 6-4,,,
2018-06-11,Stuttgart,B,3,G,false,89,F,Roger Federer,1,Switzerland,SUI,2,3,2440,Milos Raonic,7,Canada,CAN,35,-3,2154,6-4 7-6(3),,,
2018-06-11,Stuttgart,B,3,G,false,89,SF,Roger Federer,1,Switzerland,SUI,2,3,2437,Nick Kyrgios,4,Australia,AUS,24,-3,2128,6-7(2) 6-2 7-6(5),,,
2018-06-11,Stuttgart,B,3,G,false,89,QF,Roger Federer,1,Switzerland,SUI,2,1,2436,Guido Pella,,Argentina,ARG,75,-1,1901,6-4 6-4,,,
2018-06-11,Stuttgart,B,3,G,false,89,R16,Roger Federer,1,Switzerland,SUI,2,,2436,Mischa Zverev,,Germany,GER,54,-1,1883,3-6 6-4 6-2,,,
2018-03-19,Miami Masters,M,3,H,false,51,R64,Thanasi Kokkinakis,,Australia,AUS,175,26,1827,Roger Federer,1,Switzerland,SUI,1,-18,2455,3-6 6-3 7-6(4),,,Q
2018-03-05,Indian Wells Masters,M,3,H,false,55,F,Juan Martin Del Potro,6,Argentina,ARG,8,19,2260,Roger Federer,1,Switzerland,SUI,1,-18,2473,6-4 6-7(8) 7-6(2),,,
2018-03-05,Indian Wells Masters,M,3,H,false,55,SF,Roger Federer,1,Switzerland,SUI,1,1,2472,Borna Coric,,Croatia,CRO,49,-1,2007,5-7 6-4 6-4,,,
2018-03-05,Indian Wells Masters,M,3,H,false,55,QF,Roger Federer,1,Switzerland,SUI,1,2,2470,Hyeon Chung,23,"Korea, Republic of",KOR,26,-2,2048,7-5 6-1,,,
2018-03-05,Indian Wells Masters,M,3,H,false,55,R16,Roger Federer,1,Switzerland,SUI,1,,2470,Jeremy Chardy,,France,FRA,100,-1,1907,7-5 6-4,,,
2018-03-05,Indian Wells Masters,M,3,H,false,55,R32,Roger Federer,1,Switzerland,SUI,1,1,2469,Filip Krajinovic,25,Serbia,SRB,28,-1,1889,6-2 6-1,,,
2018-03-05,Indian Wells Masters,M,3,H,false,55,R64,Roger Federer,1,Switzerland,SUI,1,1,2468,Federico Delbonis,,Argentina,ARG,67,-1,1909,6-3 7-6(6),,,
2018-02-12,Rotterdam,A,3,H,true,71,F,Roger Federer,1,Switzerland,SUI,2,4,2464,Grigor Dimitrov,2,Bulgaria,BUL,5,-4,2207,6-2 6-2,,,
2018-02-12,Rotterdam,A,3,H,true,71,SF,Roger Federer,1,Switzerland,SUI,2,1,2463,Andreas Seppi,,Italy,ITA,81,-1,1950,6-3 7-6(3),,LL,
2018-02-12,Rotterdam,A,3,H,true,71,QF,Roger Federer,1,Switzerland,SUI,2,,2463,Robin Haase,,Netherlands,NED,42,-1,1891,4-6 6-1 6-1,,,
2018-02-12,Rotterdam,A,3,H,true,71,R16,Roger Federer,1,Switzerland,SUI,2,2,2461,Philipp Kohlschreiber,,Germany,GER,36,-1,2006,7-6(8) 7-5,,,
2018-02-12,Rotterdam,A,3,H,true,71,R32,Roger Federer,1,Switzerland,SUI,2,,2461,Ruben Bemelmans,,Belgium,BEL,116,-1,1859,6-1 6-2,,Q,
2018-01-15,Australian Open,G,5,H,false,65,F,Roger Federer,2,Switzerland,SUI,2,6,2455,Marin Cilic,6,Croatia,CRO,6,-5,2185,6-2 6-7(5) 6-3 3-6 6-1,,,
2018-01-15,Australian Open,G,5,H,false,65,SF,Roger Federer,2,Switzerland,SUI,2,2,2453,Hyeon Chung,,"Korea, Republic of",KOR,58,-3,2032,6-1 5-2 RET,RET,,
2018-01-15,Australian Open,G,5,H,false,65,QF,Roger Federer,2,Switzerland,SUI,2,4,2449,Tomas Berdych,19,Czech Republic,CZE,20,-5,2158,7-6(1) 6-3 6-4,,,
2018-01-15,Australian Open,G,5,H,false,65,R16,Roger Federer,2,Switzerland,SUI,2,1,2448,Marton Fucsovics,,Hungary,HUN,80,-2,1900,6-4 7-6(3) 6-2,,,
2018-01-15,Australian Open,G,5,H,false,65,R32,Roger Federer,2,Switzerland,SUI,2,3,2445,Richard Gasquet,29,France,FRA,31,-3,2063,6-2 7-5 6-4,,,
2018-01-15,Australian Open,G,5,H,false,65,R64,Roger Federer,2,Switzerland,SUI,2,1,2444,Jan Lennard Struff,,Germany,GER,55,-2,1917,6-4 6-4 7-6(4),,,
2018-01-15,Australian Open,G,5,H,false,65,R128,Roger Federer,2,Switzerland,SUI,2,1,2443,Aljaz Bedene,,Slovenia,SLO,51,-1,1878,6-3 6-4 6-3,,,
2017-11-13,Tour Finals,F,3,H,true,62,SF,David Goffin,7,Belgium,BEL,8,21,2138,Roger Federer,2,Switzerland,SUI,2,-20,2464,2-6 6-3 6-4,,,
2017-11-13,Tour Finals,F,3,H,true,62,RR,Roger Federer,2,Switzerland,SUI,2,3,2461,Alexander Zverev,3,Germany,GER,3,-3,2156,7-6(6) 5-7 6-1,,,
2017-11-13,Tour Finals,F,3,H,true,62,RR,Roger Federer,2,Switzerland,SUI,2,3,2458,Marin Cilic,5,Croatia,CRO,5,-4,2147,6-7(5) 6-4 6-1,,,
2017-11-13,Tour Finals,F,3,H,true,62,RR,Roger Federer,2,Switzerland,SUI,2,3,2455,Jack Sock,8,United States,USA,9,-2,2087,6-4 7-6(4),,,
2017-10-23,Basel,A,3,H,true,56,F,Roger Federer,1,Switzerland,SUI,2,5,2450,Juan Martin Del Potro,4,Argentina,ARG,19,-5,2260,6-7(5) 6-4 6-3,,,
2017-10-23,Basel,A,3,H,true,56,SF,Roger Federer,1,Switzerland,SUI,2,3,2447,David Goffin,3,Belgium,BEL,10,-3,2133,6-1 6-2,,,
2017-10-23,Basel,A,3,H,true,56,QF,Roger Federer,1,Switzerland,SUI,2,1,2446,Adrian Mannarino,7,France,FRA,28,-1,2000,4-6 6-1 6-3,,,
2017-10-23,Basel,A,3,H,true,56,R16,Roger Federer,1,Switzerland,SUI,2,1,2445,Benoit Paire,,France,FRA,40,-1,1899,6-1 6-3,,,
2017-10-23,Basel,A,3,H,true,56,R32,Roger Federer,1,Switzerland,SUI,2,,2445,Frances Tiafoe,,United States,USA,76,-1,1786,6-1 6-3,,WC,
2017-10-09,Shanghai Masters,M,3,H,false,99,F,Roger Federer,2,Switzerland,SUI,2,11,2434,Rafael Nadal,1,Spain,ESP,1,-10,2385,6-4 6-3,,,
2017-10-09,Shanghai Masters,M,3,H,false,99,SF,Roger Federer,2,Switzerland,SUI,2,5,2429,Juan Martin Del Potro,16,Argentina,ARG,23,-5,2233,3-6 6-3 6-3,,,
2017-10-09,Shanghai Masters,M,3,H,false,99,QF,Roger Federer,2,Switzerland,SUI,2,2,2427,Richard Gasquet,,France,FRA,31,-2,2067,7-5 6-4,,,
2017-10-09,Shanghai Masters,M,3,H,false,99,R16,Roger Federer,2,Switzerland,SUI,2,2,2425,Alexandr Dolgopolov,,Ukraine,UKR,41,-1,2015,6-4 6-2,,Q,
2017-10-09,Shanghai Masters,M,3,H,false,99,R32,Roger Federer,2,Switzerland,SUI,2,2,2423,Diego Sebastian Schwartzman,,Argentina,ARG,26,-1,2002,7-6(4) 6-4,,,
2017-08-28,US Open,G,5,H,false,55,QF,Juan Martin Del Potro,24,Argentina,ARG,28,21,2212,Roger Federer,3,Switzerland,SUI,3,-22,2445,7-5 3-6 7-6(8) 6-4,,,
2017-08-28,US Open,G,5,H,false,55,R16,Roger Federer,3,Switzerland,SUI,3,2,2443,Philipp Kohlschreiber,33,Germany,GER,37,-3,2046,6-4 6-2 7-5,,,
2017-08-28,US Open,G,5,H,false,55,R32,Roger Federer,3,Switzerland,SUI,3,3,2440,Feliciano Lopez,31,Spain,ESP,35,-2,2022,6-3 6-3 7-5,,,
2017-08-28,US Open,G,5,H,false,55,R64,Roger Federer,3,Switzerland,SUI,3,,2440,Mikhail Youzhny,,Russian Federation,RUS,101,-1,1791,6-1 6-7(3) 4-6 6-4 6-2,,,
2017-08-28,US Open,G,5,H,false,55,R128,Roger Federer,3,Switzerland,SUI,3,1,2439,Frances Tiafoe,,United States,USA,70,-1,1746,4-6 6-2 6-1 1-6 6-4,,,
2017-08-07,Canada Masters,M,3,H,false,56,F,Alexander Zverev,4,Germany,GER,8,19,2212,Roger Federer,2,Switzerland,SUI,3,-20,2459,6-3 6-4,,,
2017-08-07,Canada Masters,M,3,H,false,56,SF,Roger Federer,2,Switzerland,SUI,3,1,2458,Robin Haase,,Netherlands,NED,52,-1,1932,6-3 7-6(5),,,
2017-08-07,Canada Masters,M,3,H,false,56,QF,Roger Federer,2,Switzerland,SUI,3,2,2456,Roberto Bautista Agut,12,Spain,ESP,16,-3,2124,6-4 6-4,,,
2017-08-07,Canada Masters,M,3,H,false,56,R16,Roger Federer,2,Switzerland,SUI,3,2,2454,David Ferrer,,Spain,ESP,33,-2,2048,4-6 6-4 6-2,,,
2017-08-07,Canada Masters,M,3,H,false,56,R32,Roger Federer,2,Switzerland,SUI,3,,2454,Peter Polansky,,Canada,CAN,116,-1,1725,6-2 6-1,,WC,
2017-07-03,Wimbledon,G,5,G,false,78,F,Roger Federer,3,Switzerland,SUI,5,7,2447,Marin Cilic,7,Croatia,CRO,6,-6,2197,6-3 6-1 6-4,,,
2017-07-03,Wimbledon,G,5,G,false,78,SF,Roger Federer,3,Switzerland,SUI,5,5,2442,Tomas Berdych,11,Czech Republic,CZE,15,-6,2188,7-6(4) 7-6(4) 6-4,,,
2017-07-03,Wimbledon,G,5,G,false,78,QF,Roger Federer,3,Switzerland,SUI,5,6,2436,Milos Raonic,6,Canada,CAN,7,-6,2215,6-4 6-2 7-6(4),,,
2017-07-03,Wimbledon,G,5,G,false,78,R16,Roger Federer,3,Switzerland,SUI,5,3,2433,Grigor Dimitrov,13,Bulgaria,BUL,11,-4,2112,6-4 6-2 6-4,,,
2017-07-03,Wimbledon,G,5,G,false,78,R32,Roger Federer,3,Switzerland,SUI,5,2,2431,Mischa Zverev,27,Germany,GER,30,-2,1953,7-6(3) 6-4 6-4,,,
2017-07-03,Wimbledon,G,5,G,false,78,R64,Roger Federer,3,Switzerland,SUI,5,1,2430,Dusan Lajovic,,Serbia,SRB,79,-1,1870,7-6(0) 6-3 6-2,,,
2017-07-03,Wimbledon,G,5,G,false,78,R128,Roger Federer,3,Switzerland,SUI,5,1,2429,Alexandr Dolgopolov,,Ukraine,UKR,84,-2,1945,6-3 3-0 RET,RET,,
2017-06-19,Halle,A,3,G,false,80,F,Roger Federer,1,Switzerland,SUI,5,4,2425,Alexander Zverev,4,Germany,GER,12,-4,2171,6-1 6-3,,,
2017-06-19,Halle,A,3,G,false,80,SF,Roger Federer,1,Switzerland,SUI,5,2,2423,Karen Khachanov,,Russian Federation,RUS,38,-1,1969,6-4 7-6(5),,,
2017-06-19,Halle,A,3,G,false,80,QF,Roger Federer,1,Switzerland,SUI,5,,2423,Florian Mayer,,Germany,GER,134,-1,1868,6-3 6-4,,,
2017-06-19,Halle,A,3,G,false,80,R16,Roger Federer,1,Switzerland,SUI,5,1,2422,Mischa Zverev,,Germany,GER,29,-1,1932,7-6(4) 6-4,,,
2017-06-19,Halle,A,3,G,false,80,R32,Roger Federer,1,Switzerland,SUI,5,1,2421,Yuichi Sugita,,Japan,JPN,66,-1,1813,6-3 6-1,,LL,
2017-06-12,Stuttgart,B,3,G,false,91,R16,Tommy Haas,,Germany,GER,302,20,1891,Roger Federer,1,Switzerland,SUI,5,-16,2437,2-6 7-6(8) 6-4,,,WC
2017-03-20,Miami Masters,M,3,H,false,49,F,Roger Federer,4,Switzerland,SUI,6,8,2430,Rafael Nadal,5,Spain,ESP,7,-7,2286,6-3 6-4,,,
2017-03-20,Miami Masters,M,3,H,false,49,SF,Roger Federer,4,Switzerland,SUI,6,4,2426,Nick Kyrgios,12,Australia,AUS,16,-5,2167,7-6(9) 6-7(9) 7-6(5),,,
2017-03-20,Miami Masters,M,3,H,false,49,QF,Roger Federer,4,Switzerland,SUI,6,4,2422,Tomas Berdych,10,Czech Republic,CZE,14,-4,2169,6-2 3-6 7-6(6),,,
2017-03-20,Miami Masters,M,3,H,false,49,R16,Roger Federer,4,Switzerland,SUI,6,3,2419,Roberto Bautista Agut,14,Spain,ESP,18,-3,2117,7-6(5) 7-6(4),,,
2017-03-20,Miami Masters,M,3,H,false,49,R32,Roger Federer,4,Switzerland,SUI,6,5,2414,Juan Martin Del Potro,29,Argentina,ARG,34,-6,2241,6-3 6-4,,,
2017-03-20,Miami Masters,M,3,H,false,49,R64,Roger Federer,4,Switzerland,SUI,6,,2414,Frances Tiafoe,,United States,USA,101,-1,1685,7-6(2) 6-3,,Q,
2017-03-06,Indian Wells Masters,M,3,H,false,53,F,Roger Federer,9,Switzerland,SUI,10,7,2407,Stan Wawrinka,3,Switzerland,SUI,3,-7,2248,6-4 7-5,,,
2017-03-06,Indian Wells Masters,M,3,H,false,53,SF,Roger Federer,9,Switzerland,SUI,10,4,2403,Jack Sock,17,United States,USA,18,-4,2144,6-1 7-6(4),,,
